COUNTRY_DISPLAY,YEAR_DISPLAY,STARTYEAR,ENDYEAR,GHO_DISPLAY,DIMENSION_NAME,Value_num
Bhutan,1998,1998,1998,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,9
Bhutan,1997,1997,1997,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,2.5
Bhutan,2022,2022,2022,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,3.1
Bhutan,2019,2019,2019,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,7.7
Bhutan,1995,1995,1995,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,15.8
Bhutan,2003,2003,2003,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Female,15.8
Bhutan,2015,2015,2015,Insufficiently active (crude estimate),Female,85.4
Bhutan,2015,2015,2015,"Mean HDL cholesterol, age-standardized",Both sexes,1.1
Bhutan,2015,2015,2015,Estimate of current tobacco smoking prevalence (%),Female,4.3
Bhutan,1991,1991,1991,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2021,2021,2021,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,8.8
Bhutan,1998,1998,1998,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2022,2022,2022,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,52.8
Bhutan,2006,2006,2006,"Prevalence of diabetes, age-standardized",Both sexes,16.8
Bhutan,2016,2016,2016,"Mean total cholesterol,  crude",Female,4.1
Bhutan,2020,2020,2020,Crude suicide rates (per 100 000 population),Male,6.5
Bhutan,1992,1992,1992,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,17.3
Bhutan,2009,2009,2009,Total NCD Deaths,Both sexes,2230
Bhutan,1988,1988,1988,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2007,2007,2007,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2020,2020,2020,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Female,10.7
Bhutan,2002,2002,2002,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,10.7
Bhutan,2007,2007,2007,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,7.8
Bhutan,1985,1985,1985,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,0.5
Bhutan,2004,2004,2004,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,2016,2016,2016,Insufficiently active (crude estimate),Male,82.8
Bhutan,1995,1995,1995,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,21.1
Bhutan,2005,2005,2005,"Prevalence of diabetes, crude",Female,16.1
Bhutan,1997,1997,1997,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,2.7
Bhutan,1992,1992,1992,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,10
Bhutan,2022,2022,2022,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,6.3
Bhutan,2018,2018,2018,Total NCD Deaths,Both sexes,2850
Bhutan,2000,2000,2000,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Both sexes,12.5
Bhutan,2022,2022,2022,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),Male,7.7
Bhutan,2018,2018,2018,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0.1
Bhutan,2007,2007,2007,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7
Bhutan,2009,2009,2009,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,12.9
Bhutan,2011,2011,2011,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,2008,2008,2008,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,29.4
Bhutan,2011,2011,2011,"Diabetes treatment coverage, age-standardized",Both sexes,13.7
Bhutan,2010,2010,2010,Estimate of current tobacco use prevalence (%) (age-standardized rate),Female,18.7
Bhutan,2001,2001,2001,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,1.9
Bhutan,2012,2012,2012,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,9.6
Bhutan,2019,2019,2019,Total NCD Deaths,Male,1520
Bhutan,2011,2011,2011,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.2
Bhutan,1998,1998,1998,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,2002,2002,2002,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,11
Bhutan,1992,1992,1992,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,16.3
Bhutan,2000,2000,2000,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,13.3
Bhutan,2000,2000,2000,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,6.6
Bhutan,2020,2020,2020,"Prevalence of diabetes, age-standardized",Female,20.1
Bhutan,1996,1996,1996,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,4.5
Bhutan,2019,2019,2019,"Prevalence of diabetes, age-standardized",Female,19.9
Bhutan,2002,2002,2002,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,2.9
Bhutan,1992,1992,1992,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1986,1986,1986,"Mean Non-HDL cholesterol, crude",Female,2.8
Bhutan,2006,2006,2006,"Prevalence of diabetes, crude",Both sexes,10.5
Bhutan,2015,2015,2015,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,3.2
Bhutan,2022,2022,2022,"Prevalence of diabetes, crude",Both sexes,17.9
Bhutan,2002,2002,2002,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,1986,1986,1986,"Mean Non-HDL cholesterol, crude",Both sexes,2.9
Bhutan,2022,2022,2022,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.9
Bhutan,2022,2022,2022,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Both sexes,9.9
Bhutan,2013,2013,2013,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Both sexes,17.7
Bhutan,2008,2008,2008,"Mean HDL cholesterol, crude",Male,1.1
Bhutan,2001,2001,2001,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,20.4
Bhutan,1991,1991,1991,"Prevalence of diabetes, crude",Male,7.6
Bhutan,2003,2003,2003,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,1983,1983,1983,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2017,2017,2017,"Diabetes treatment coverage, age-standardized",Female,15.8
Bhutan,2011,2011,2011,"Prevalence of diabetes, crude",Female,17.3
Bhutan,2009,2009,2009,"Diabetes treatment coverage, age-standardized",Male,13
Bhutan,2014,2014,2014,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",Both sexes,4.4
Bhutan,1997,1997,1997,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,19.1
Bhutan,1992,1992,1992,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,17
Bhutan,2005,2005,2005,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),Male,14.9
Bhutan,2006,2006,2006,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,8
Bhutan,2006,2006,2006,Insufficiently active (crude estimate),Male,82.6
Bhutan,1997,1997,1997,"Prevalence of diabetes, age-standardized",Male,10.4
Bhutan,1986,1986,1986,"Mean Non-HDL cholesterol, age-standardized",Female,2.9
Bhutan,2015,2015,2015,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,5
Bhutan,2009,2009,2009,"Diabetes treatment coverage, age-standardized",Both sexes,13.5
Bhutan,2005,2005,2005,Insufficiently active (crude estimate),Both sexes,83.7
Bhutan,1983,1983,1983,"Mean Non-HDL cholesterol, crude",Male,2.9
Bhutan,2017,2017,2017,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2019,2019,2019,Crude suicide rates (per 100 000 population),Female,3.4
Bhutan,1996,1996,1996,"Mean total cholesterol,  age-standardized",Female,4.3
Bhutan,1994,1994,1994,"Mean HDL cholesterol, age-standardized",Male,1.2
Bhutan,2001,2001,2001,"Diabetes treatment coverage, age-standardized",Female,13.5
Bhutan,1999,1999,1999,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,14
Bhutan,2011,2011,2011,"Prevalence of diabetes, age-standardized",Both sexes,17.8
Bhutan,1981,1981,1981,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,2005,2005,2005,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7.8
Bhutan,2011,2011,2011,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Male,7.4
Bhutan,2011,2011,2011,"Mean total cholesterol,  age-standardized",Female,4.2
Bhutan,2013,2013,2013,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,7.5
Bhutan,2002,2002,2002,Crude suicide rates (per 100 000 population),Both sexes,5.6
Bhutan,2022,2022,2022,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,18.4
Bhutan,1998,1998,1998,"Prevalence of diabetes, age-standardized",Male,14
Bhutan,2006,2006,2006,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,31.1
Bhutan,2014,2014,2014,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,2
Bhutan,2019,2019,2019,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,6.9
Bhutan,1996,1996,1996,"Prevalence of diabetes, crude",Male,12.6
Bhutan,2018,2018,2018,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,16.6
Bhutan,1988,1988,1988,"Mean HDL cholesterol, crude",Male,1.2
Bhutan,2000,2000,2000,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.3
Bhutan,2017,2017,2017,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,4
Bhutan,2013,2013,2013,"Prevalence of diabetes, crude",Female,12.3
Bhutan,1982,1982,1982,"Mean HDL cholesterol, age-standardized",Male,1.3
Bhutan,2013,2013,2013,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,8.2
Bhutan,2006,2006,2006,Crude suicide rates (per 100 000 population),Both sexes,5.8
Bhutan,2001,2001,2001,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,1997,1997,1997,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1991,1991,1991,"Prevalence of diabetes, crude",Female,7.8
Bhutan,2009,2009,2009,"Prevalence of diabetes, crude",Male,15.5
Bhutan,2008,2008,2008,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,2.5
Bhutan,2015,2015,2015,Estimate of current tobacco smoking prevalence (%),Both sexes,8.9
Bhutan,2016,2016,2016,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,4.7
Bhutan,2006,2006,2006,Crude suicide rates (per 100 000 population),Male,6.8
Bhutan,2006,2006,2006,Total NCD Deaths,Male,1190
Bhutan,1987,1987,1987,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2012,2012,2012,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Both sexes,47
Bhutan,2012,2012,2012,"Prevalence of diabetes, age-standardized",Male,13.5
Bhutan,1995,1995,1995,"Mean Non-HDL cholesterol, age-standardized",Male,3.1
Bhutan,2019,2019,2019,"Prevalence of diabetes, age-standardized",Male,14.4
Bhutan,2005,2005,2005,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7.5
Bhutan,2000,2000,2000,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,5.3
Bhutan,1994,1994,1994,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.3
Bhutan,1976,1976,1976,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,2018,2018,2018,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Male,7.7
Bhutan,2011,2011,2011,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,6.2
Bhutan,1994,1994,1994,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.3
Bhutan,2019,2019,2019,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,4.6
Bhutan,1990,1990,1990,"Mean total cholesterol,  age-standardized",Female,4.2
Bhutan,2004,2004,2004,"Mean HDL cholesterol, crude",Female,1.2
Bhutan,1992,1992,1992,"Prevalence of diabetes, crude",Both sexes,7.9
Bhutan,1998,1998,1998,"Prevalence of diabetes, crude",Both sexes,9.1
Bhutan,2016,2016,2016,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,5.2
Bhutan,2016,2016,2016,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,8.9
Bhutan,2010,2010,2010,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,10.3
Bhutan,2010,2010,2010,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,1993,1993,1993,"Prevalence of diabetes, crude",Female,12.4
Bhutan,2012,2012,2012,Total NCD Deaths,Both sexes,2400
Bhutan,2022,2022,2022,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,6.6
Bhutan,2020,2020,2020,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),Male,10.6
Bhutan,1994,1994,1994,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,4.2
Bhutan,2004,2004,2004,"Mean HDL cholesterol, crude",Male,1.1
Bhutan,2022,2022,2022,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,17.5
Bhutan,2008,2008,2008,"Mean total cholesterol,  age-standardized",Both sexes,4.2
